标题,链接,点击数,性能介绍,PageUrl
徐工RP953摊铺机,http://zj.lmjx.net/detail_MTM4NjM=.html,11618,,http://zj.lmjx.net/zj_class_11_24_0.html
阿特拉斯·科普柯Dynapac F1000T沥青摊铺机,http://zj.lmjx.net/detail_MTkyNzI=.html,1159,,http://zj.lmjx.net/zj_class_11_24_0.html
中联重科SUPER165沥青摊铺机,http://zj.lmjx.net/detail_MTQwNTc=.html,8196,,http://zj.lmjx.net/zj_class_11_24_0.html
天顺长城SP120-2多功能沥青摊铺机,http://zj.lmjx.net/detail_MTI2MTI=.html,8796,,http://zj.lmjx.net/zj_class_11_24_0.html
福格勒SUPER 1900-3 L 履带式沥青摊铺机,http://zj.lmjx.net/detail_MTk1OTc=.html,6651,,http://zj.lmjx.net/zj_class_11_24_0.html
新筑MT12000A履带式机械加宽摊铺机,http://zj.lmjx.net/detail_MTI4NjM=.html,5175,,http://zj.lmjx.net/zj_class_11_24_0.html
卡特彼勒AP500E沥青摊铺机,http://zj.lmjx.net/detail_NDM32---.html,9153,,http://zj.lmjx.net/zj_class_11_24_0.html
沃尔沃ABG6820履带式摊铺机,http://zj.lmjx.net/detail_ODkw9---.html,15905,,http://zj.lmjx.net/zj_class_11_24_0.html
万邦股份SP1050摊铺机,http://zj.lmjx.net/detail_MTE3MzA=.html,3627,,http://zj.lmjx.net/zj_class_11_24_0.html
中交西筑LTU900型履带式摊铺机,http://zj.lmjx.net/detail_OTIy6---.html,5410,,http://zj.lmjx.net/zj_class_11_24_0.html
住友HA60W-7铺路摊铺机,http://zj.lmjx.net/detail_OTI17---.html,5942,,http://zj.lmjx.net/zj_class_11_24_0.html
柳工CLG509A(机械加长)沥青摊铺机,http://zj.lmjx.net/detail_MjY05---.html,8095,,http://zj.lmjx.net/zj_class_11_24_0.html
凯斯588G内燃叉车,http://zj.lmjx.net/detail_MTExMzg=.html,4174,特性通过 Tier 3 认证的凯斯发动机非常可靠 在最恶劣环境中也可获得卓越的性能。可选装载控制装置 有助于实现平稳操作，将链条张力降至最低，以节约保养成本……,http://zj.lmjx.net/zj_class_22_0_0.html
林德H160柴油叉车,http://zj.lmjx.net/detail_MTAwOTI=.html,6772,- 额定功率为129kW的帕金斯发动机，动力强劲，尾气排放符合欧洲III号阶段标准- 变速箱采用全自动三速DANA变速箱，起动平稳柔和- Kessler 重型驱动桥， 湿碟式制动器……,http://zj.lmjx.net/zj_class_22_0_0.html
丰田8FGN15-30内燃平衡重式叉车,http://zj.lmjx.net/detail_NTk47---.html,6142,型号8FGN158FGN208FGN258FGN30发动机型号4Y4Y4Y4Y额定负载公斤1500200025003000负载中心毫米500500500500全宽A毫米107011……,http://zj.lmjx.net/zj_class_22_0_0.html
大连叉车15吨轻型内燃平衡重叉车,http://zj.lmjx.net/detail_MTAwMTY=.html,4883,叉车型号：CPCD150设备代码: CD-QB CD-QFB额定起重量(Kg)：15000 最大起升高度(mm)：4000 载荷中心距(mm)：600 最大起升速度(满载)(mm/……,http://zj.lmjx.net/zj_class_22_0_0.html
柳工CPC15内燃平衡重式叉车,http://zj.lmjx.net/detail_NDkw7---.html,4803,可靠： 传动系统采用带同步器的机械变速箱：同步器能使啮合的齿轮同步转动，在换档时避免齿轮撞击，尤其在前后换向时，可使换向平稳，爬坡性能更佳……,http://zj.lmjx.net/zj_class_22_0_0.html
美科斯FD10T/FD15T/FD18T型1-1.8吨柴油(汽油)内燃叉车,http://zj.lmjx.net/detail_NjI52---.html,4296,1. 进口国产多款发动机可选，动力强劲、经济性好;2. 简洁整齐的管路设计，软、硬管合理布局，减小了管路的压力;3. 整车采用先进的人机工程技术的设计，发动机全浮式减震装置，转向桥……,http://zj.lmjx.net/zj_class_22_0_0.html
宝骊S系列CPC(D)30内燃平衡重式叉车,http://zj.lmjx.net/detail_NjI02---.html,6173,概要型号CPC(D)30额定载荷kg3000载荷中心距mm500尺寸起升高度 Lift heightmm3000外形尺寸总长mm2740总宽mm1225门架不起升高度mm2080门……,http://zj.lmjx.net/zj_class_22_0_0.html
合力αⅡ系列8-10吨平衡重式内燃叉车,http://zj.lmjx.net/detail_OTcz7---.html,4795, 整机采用大圆弧流线型造型，美观靓丽；部件整体喷丸油漆表面饱满光亮，附着牢固； 2、按人机工程学原理设计的操纵系统，方向机可调整角度，驾驶者视野开阔，舒适性好；  3、引进日本先进……,http://zj.lmjx.net/zj_class_22_0_0.html
斗山D50S-5内燃平衡重式叉车,http://zj.lmjx.net/detail_MjgxNDY=.html,163,主要特点- 优化的操纵舒适度和安全性- 成熟且坚固耐用的组件- 动力强劲、节能和高性能的柴油 和 LPG 发动机，兼具下述特点：低排放，最低限度的振动-更好的维护能力和可维修性-几……,http://zj.lmjx.net/zj_class_22_0_0.html
鲁能YN625越野内燃叉车,http://zj.lmjx.net/detail_MTEzOTg=.html,3472,★采用一拖东方红柴油机，动力强劲。单级三元件变矩器，动力换挡变速箱，结构简单，可靠性高。★单泵分流工作液压系统，节能效果显著。★双密封液压管路接头，解决了渗油漏油问题……,http://zj.lmjx.net/zj_class_22_0_0.html
威盛CPCD250叉车,http://zj.lmjx.net/detail_MTcyODg=.html,1157,项目单位CPCD250额定起重量kg25000自重kg34150标准货叉（长X宽X高）mm2400X310X110最小转弯半径mm5900整机外形尺寸mm8700X3000X386……,http://zj.lmjx.net/zj_class_22_0_0.html
山猛CPC30抓管机,http://zj.lmjx.net/detail_MTI1NTY=.html,1432,主要结构特点：强劲的动力传动 由先进的制造技术和设备生产的优质部件与高品质的发动机完美组合而成的动力、传动装置……,http://zj.lmjx.net/zj_class_22_0_0.html
摩纳凯FD20/FD20T内燃平衡重式叉车,http://zj.lmjx.net/detail_NjM34---.html,2582,FD30/FD30T主要技术参数 特 性 型 号FD30/FD30T额定载荷Kg3000载重中心距mm500动力形式柴油操作形式座式 性 能行驶速度km/h(满载/空载)液力17/……,http://zj.lmjx.net/zj_class_22_0_0.html
格瑞特CPCD80/CPCD100平衡重式内燃叉车,http://zj.lmjx.net/detail_NjI11---.html,2988,&mdash;&mdash;选装国产品牌或进口柴油机。&mdash;&mdash;国内最先进液力传动-动力换挡传动系统。&mdash;&mdash;超强车身及工作装置设计……,http://zj.lmjx.net/zj_class_22_0_0.html
三一重工SPK6500折臂随车起重机,http://zj.lmjx.net/detail_MTUwODI=.html,5172,最新、最快，领先6吨米级随车起重机新型SPK6500 Performance 是轻型车辆上的理想吊机，例如在市政工程中的应用……,http://zj.lmjx.net/zj_class_19_60_0.html
北起多田野GT-250E(自制底盘)型汽车起重机,http://zj.lmjx.net/detail_MjA14---.html,11264,GT-250E型汽车起重机GT-250E型汽车起重机是北起多田野（北京）起重机有限公司为适应国内用户而隆重推出的25吨级系列产品中的主要产品。整机外形美观、大方，设计紧凑、合理……,http://zj.lmjx.net/zj_class_19_60_0.html
泰安古河URV633K型随车起重机,http://zj.lmjx.net/detail_MTMxNjA=.html,1553,起重机名称随车起重机全伸臂最大起升高度10000 mm起重机型号URV630-CNB最大起升力矩6350×2.0 Kg×m最大起升重量6350 Kg最大起升角度78 度起重臂节数3……,http://zj.lmjx.net/zj_class_19_60_0.html
牡丹江专用汽车TQC5310JSQJ随车起重机,http://zj.lmjx.net/detail_OTQz4---.html,7161,……,http://zj.lmjx.net/zj_class_19_60_0.html
韶起SQ600-ZB4随车起重机,http://zj.lmjx.net/detail_MjUxNTg=.html,857,"SQ600ZB4为30吨级随车吊，最大额定起升质量30吨，折臂5节直臂，2条伸缩式支腿,伸缩式附加支腿2条……",http://zj.lmjx.net/zj_class_19_60_0.html
柳工LCK63随车起重运输车,http://zj.lmjx.net/detail_Mjc4MDc=.html,659,超长吊臂，超广作业范围；2、浮动式三点桥结构，能够有效降低行驶时底盘大梁的附加力；3、独特的六边形吊臂技术，能够很大地增加吊臂抗弯能力并大大提升起重性能；4、先进的液压与电器控制技……,http://zj.lmjx.net/zj_class_19_60_0.html
石煤机QYS-1.0Ⅱ1吨直臂式随车起重机,http://zj.lmjx.net/detail_OTM36---.html,7317,“石煤”牌系列随车起重机，是一种结构紧凑，操作简单，机动性强，安全可靠，并可加装各种附具，实现一机多能的起重运输设备……,http://zj.lmjx.net/zj_class_19_60_0.html
湖南飞涛SQ603 6吨直臂3节臂随车起重机,http://zj.lmjx.net/detail_MTMxODM=.html,1087,行业特点：★我公司专业生产2-12吨直臂式，10-20吨折叠式随车吊，通过液压举升及伸缩系统来实现货物的升降、回转、吊运，装配于载货汽车……,http://zj.lmjx.net/zj_class_19_60_0.html
骏通JSQ200直臂随车起重机,http://zj.lmjx.net/detail_Mjg3OTE=.html,180,"■ 更高 : 四节主臂全伸长 13.8m ，最大起吊高度达 15.6m■ 更强 : 加强型 6 边形起重臂截面 , 基本臂力矩 219 kN.m，第二臂段起重力矩达 218kN.m……",http://zj.lmjx.net/zj_class_19_60_0.html
愚公QYS2T-12T直臂式随车起重机,http://zj.lmjx.net/detail_MTYwMDc=.html,2315,1.基本配置：六边形四级单缸拉索同步伸缩吊臂，基本臂长4850mm，全伸臂长12500mm，液压油缸水平支腿、液压垂直支腿油缸，横向支腿跨距2220~5220mm;三点桥型支撑，上……,http://zj.lmjx.net/zj_class_19_60_0.html
鼎力GTBZ18AE自行走曲臂式高空作业平台（电池款）,http://zj.lmjx.net/detail_MjkxMDg=.html,138,主要规格● 工作高度：18.24m和16.00m● 平台跨越高度：8.37m和7.15m● 工作载荷：230kg重要特色● 电池驱动，噪音小，无污染● 交流驱动● 转台360度连续……,http://zj.lmjx.net/zj_class_19_143_0.html
东正东风小霸王随车起重机,http://zj.lmjx.net/detail_MTUxMzM=.html,3313,东风金霸随车起重运输车主要技术参数产品名称：东风小霸王随车起重运输车外型尺寸：5995×1980×2950(mm)底盘型号：EQ1060TJ20D3货厢尺寸：3500×1880×4……,http://zj.lmjx.net/zj_class_19_60_0.html
力沅10吨4节臂随车起重机,http://zj.lmjx.net/detail_MTUyMTI=.html,3308,额定最大起重量(KG)9000最大工作半径(mm)13500变幅角度范围1-75°液压系统工作压力MPQ20回转角度范围360°起重机质量（KG）2895邮箱容积（L）100安装空……,http://zj.lmjx.net/zj_class_19_60_0.html
奥驰汽车奥驰随车起重运输车,http://zj.lmjx.net/detail_MjUyOTc=.html,734,产品亮点■ 动力十足发动机动力强劲，可靠性高，节油环保。■ 坚固耐用车架采用双层车架，局部三层梁结构，抗弯曲、抗疲劳性能突出，安全可靠……,http://zj.lmjx.net/zj_class_19_60_0.html
程力东风天锦随车起重运输车-12200kg,http://zj.lmjx.net/detail_MjIzMDc=.html,406,"东风天锦随车起重运输车产品主要技术资料产品名称：东风天锦随车起重运输车外型尺寸(mm)：9000×2490×3300底盘型号：DFL1120B货厢尺寸(mm)：5750,6000 ……",http://zj.lmjx.net/zj_class_19_60_0.html
美国JLG450A 系列 II曲臂式升降平台,http://zj.lmjx.net/detail_MTM5MjA=.html,2898,  发动机驱动曲臂式升降平台系列450 系列曲臂式升降平台曲臂式升降平台凭借其跨越配置，是捷尔杰产品中用途最广泛的臂式升降平台……,http://zj.lmjx.net/zj_class_19_143_0.html
曼尼通120XEL高空作业平台,http://zj.lmjx.net/detail_MTY5NTA=.html,2623,120 XE是紧凑型电动剪刀式升降机，可以达到12米的工作高度。 这个平台是需要高安全性和生产力应用的理想选择……,http://zj.lmjx.net/zj_class_19_143_0.html
徐工GKH30自行式登高作业平台,http://zj.lmjx.net/detail_ODcy9---.html,5220,机动性能·四轮驱动，车桥扩张，保证良好的稳定性，满足多种作业环境。·360°连续回转维护·采用美国康明斯发动机，动力强劲，节能环保。·翼式发动机罩，辅助开启的气压方式，方便维修……,http://zj.lmjx.net/zj_class_19_143_0.html
星邦重工GTJZ16剪叉高空作业平台,http://zj.lmjx.net/detail_MTU1MjM=.html,3101,"GTJZ16柴油越野剪叉式高空作业平台使用了浮动装置及四轮驱动，具备超强的动力和越野性能;铝合金花纹钢板平台，防滑效果好,维修更换方便;平台可双面延伸，平台承载能力强……",http://zj.lmjx.net/zj_class_19_143_0.html
京城重工GTJD8W/10W电瓶车载剪叉式高空作业平台,http://zj.lmjx.net/detail_Nzg41---.html,3858,GTJD电瓶车载剪叉式高空作业平台是为经常在一定范围内使用升降机进行高空作业的用户设计的……,http://zj.lmjx.net/zj_class_19_143_0.html
运想重工20米直臂GTBZ20、GTBZ22Z高空作业平台,http://zj.lmjx.net/detail_MTM4MTI=.html,2953,产品描述：GTBZ20 GTBZ22Z工作高度22.4m73ft  23.9m78ft水平延伸19.1m63ft 20.2m66ft承载能力480kg1056lbs 480kg10……,http://zj.lmjx.net/zj_class_19_143_0.html
航天新长征HTF-GK140高空作业平台,http://zj.lmjx.net/detail_MTg0MTY=.html,1119,规格SpecificationHTF-GK140 标准配置 Standard equipment 选装配置 Options性能参数Performance parameter● Ca……,http://zj.lmjx.net/zj_class_19_143_0.html
山河智能SWHT28高空作业平台,http://zj.lmjx.net/detail_OTIw6---.html,3437,主要参数整机重量17.2 t爬坡能力45%车架离地间隙340mm平台载荷受限幅度340kg非受限幅度240kg最大作业高度27.7m工作平台底面最大高度26.0m最大作业幅度22.……,http://zj.lmjx.net/zj_class_19_143_0.html
北方交通18米自行式高空作业平台,http://zj.lmjx.net/detail_MjExMjI=.html,591,作业高度10-18m，承载重量可达227kg，采用电驱动方式，环保无污染，为室内环境作业提供最佳的选择采用国际先进的CANBUS总线技术，全智能电脑比例控制，具有地面和工作斗两种控……,http://zj.lmjx.net/zj_class_19_143_0.html
航天晨光CGJ-EPC-08A自行走剪叉式电驱动高空作业平台,http://zj.lmjx.net/detail_MjM1NDc=.html,286,本高空作业平台由作业槽、剪叉臂、底架、蓄电池、电气系统、液压系统等部分构成。主要用于建筑现场、机场维修、仓储物流、厂房货架或装配等高空工作场合……,http://zj.lmjx.net/zj_class_19_143_0.html
常林GKS34随车起重机,http://zj.lmjx.net/detail_MTg3MzU=.html,627,四轮驱动，四轮转向功能使其具备强大灵活的机动性能；全封闭的线索设计，避免意外发生；40%爬坡能力，可以在不平坦的路面作业；操纵盒及控制面板更加坚固，大大提高防水性能；可旋转式发动机……,http://zj.lmjx.net/zj_class_19_143_0.html
GTBZ43S型自行走直臂式高空作业平台,http://zj.lmjx.net/detail_MTU2NDY=.html,1339,"●四轮驱动,四轮转向功能使其具备强大灵活的机动性能●全自动伸展轮轴●铝合金操作盒及控制面板更加坚固,也提高了防水性能●全封闭的线索设计，避免意外发生，导致昂贵线索替换●40%的爬坡……",http://zj.lmjx.net/zj_class_19_143_0.html
东迈重工E8/E12型纯电动柱式,http://zj.lmjx.net/detail_MTczNTI=.html,1134,产品特征1，无液压系统，避免了使用时的泄漏和维修时的污染，适用于环保要求更高的工作场所2，配备24V高能量蓄电池，无液压系统造成的能量损耗，可持续工作时间长3，CAN总线连接，采用……,http://zj.lmjx.net/zj_class_19_143_0.html
三一重工SY5320THB 470C-8S混凝土输送泵车,http://zj.lmjx.net/detail_NDQz3---.html,22175,,http://zj.lmjx.net/zj_class_18_52_0.html
雷萨重机68米泵车,http://zj.lmjx.net/detail_MTYyMTA=.html,9296,,http://zj.lmjx.net/zj_class_18_52_0.html
山推HJC5160THB-26米臂架式泵车,http://zj.lmjx.net/detail_MTUwNDI=.html,7331,,http://zj.lmjx.net/zj_class_18_52_0.html
鸿得利HDL5160THB型混凝土泵车,http://zj.lmjx.net/detail_ODEw2---.html,16707,,http://zj.lmjx.net/zj_class_18_52_0.html
上海华建HJSP 5RZ53臂架式输送泵车,http://zj.lmjx.net/detail_MzE34---.html,14286,,http://zj.lmjx.net/zj_class_18_52_0.html
厦工XXG5410THB泵车,http://zj.lmjx.net/detail_MTQ3MTY=.html,6821,,http://zj.lmjx.net/zj_class_18_52_0.html
山推建友SDX5251THB型泵车,http://zj.lmjx.net/detail_MTE4OTQ=.html,6973,,http://zj.lmjx.net/zj_class_18_52_0.html
徐工HB37A混凝土泵车,http://zj.lmjx.net/detail_MjI11---.html,12348,,http://zj.lmjx.net/zj_class_18_52_0.html
星马AH5264THB混凝土泵车,http://zj.lmjx.net/detail_NDA02---.html,6704,,http://zj.lmjx.net/zj_class_18_52_0.html
全进JJ-M5717泵车,http://zj.lmjx.net/detail_NzMz1---.html,10982,,http://zj.lmjx.net/zj_class_18_52_0.html
三一重工SSR260-5H单钢轮压路机,http://zj.lmjx.net/detail_Njk29---.html,9501,,http://zj.lmjx.net/zj_class_8_0_0.html
